機構名稱,縣市區名,地址,latitude,longitude
悅康牙醫診所,汐止區,新北市汐止區康寧街459巷8號,,
汐止泰興中醫診所,汐止區,新北市汐止區康寧街361號,,
汐科杞子中醫診所,汐止區,新北市汐止區大同路二段312巷8號,,
心芽美學牙醫診所,汐止區,新北市汐止區新昌路37之2號,,
皓明眼科診所,汐止區,新北市汐止區中興路199號,,
佳祥診所,汐止區,新北市汐止區民族三街7號,,
華佗中醫診所,汐止區,新北市汐止區樟樹一路十號,,
得美皮膚專科診所,汐止區,新北市汐止區忠孝東路427號,,
全美汐止診所,汐止區,新北市汐止區中興路154號,,
育和診所,汐止區,新北市汐止區中正路31號,,
汐止有間診所,汐止區,新北市汐止區福德一路220號,,
汐止力康復健科診所,汐止區,新北市汐止區新台五路1段93號,,
安英診所,汐止區,新北市汐止區福德二路116號,,
和昌唐中醫診所,汐止區,新北市汐止區新昌路73號,,
樂霖牙醫診所,汐止區,新北市汐止區仁愛路145號,,
多麗美學牙醫診所,汐止區,新北市汐止區大同路2段231號,,
御洺牙醫診所,汐止區,新北市汐止區康寧街420號,,
雲品牙醫診所,汐止區,新北市汐止區忠孝東路341號,,
茂昌眼科診所,汐止區,新北市汐止區忠孝東路399號,,
巴黎國際長春診所,汐止區,新北市汐止區中興路181之1號,,
恆御復健科診所,汐止區,新北市汐止區康寧街374號,,
蘇怡菁家醫科診所,汐止區,新北市汐止區仁愛路43號,,
雲天牙醫診所,汐止區,新北市汐止區新台五路1段276號,,
中欣診所,汐止區,新北市汐止區中興路202號,,
宏欣診所,汐止區,新北市汐止區大同路2段221號,,
東辰診所,汐止區,新北市汐止區新興路3號,,
田安診所,汐止區,新北市汐止區大同路2段171號,,
健欣骨科診所,汐止區,新北市汐止區中興路91號,,
祐一復健科診所,汐止區,新北市汐止區康寧街410號,,
敦揚中醫診所,汐止區,新北市汐止區福德一路141巷15號,,
佳林皮膚科診所,汐止區,新北市汐止區康寧街388號,,
李春風中醫診所,汐止區,新北市汐止區福安街47號,,
鴻海診所,汐止區,新北市汐止區忠孝東路317號,,
秀峰中醫診所,汐止區,新北市汐止區新台五路二段九號,,
大新中醫診所,汐止區,新北市汐止區樟樹一路141巷1號,,
汐潔牙醫診所,汐止區,新北市汐止區大同路二段312巷11弄2號,,
馨悅婦產科診所,汐止區,新北市汐止區福德二路215號,,
安星診所,瑞芳區,新北市瑞芳區明燈路3段３７號,,
瑞豐診所,瑞芳區,新北市瑞芳區明燈路二段48號,,
芳德牙醫診所,瑞芳區,新北市瑞芳區三爪子坑路89號,,
簡診所,瑞芳區,新北市瑞芳區明燈路三段39-3號,,
晴安診所,瑞芳區,新北市瑞芳區民權街6巷1之1號,,
健康101診所,瑞芳區,新北市瑞芳區明燈路三段9號,,
合安診所,瑞芳區,新北市瑞芳區大埔路106號,,
冠誠中醫診所,瑞芳區,新北市瑞芳區大埔路104號,,
偉文診所,瑞芳區,新北市瑞芳區大埔路130號,,
瑞誠診所,瑞芳區,新北市瑞芳區中正路42號,,
福康診所,瑞芳區,新北市瑞芳區中正路82號,,
瑞光眼科診所,瑞芳區,新北市瑞芳區明燈路三段９６號,,
康橋診所,瑞芳區,新北市瑞芳區明燈路三段39-7號,,
新北市瑞芳區衛生所,瑞芳區,新北市瑞芳區明燈路三段1號,,
瑞芳礦工醫院,瑞芳區,新北市瑞芳區一坑路71之2號,,
家康陳診所,瑞芳區,新北市瑞芳區明燈路三段36號,,
詠安診所,瑞芳區,新北市瑞芳區明燈路3段79號,,
瑞聯診所,瑞芳區,新北市瑞芳區明燈路三段１３號,,
瑞芳李牙醫診所,瑞芳區,新北市瑞芳區民生街五之一號,,
泰順牙醫診所,瑞芳區,新北市瑞芳區中正路７６號,,
中美牙醫診所,瑞芳區,新北市瑞芳區明燈路三段３４號,,
大宏中醫診所,瑞芳區,新北市瑞芳區明燈路三段71號,,
潔新牙醫診所,瑞芳區,新北市瑞芳區中山路25號,,
永佳婦產專科診所,土城區,新北市土城區金城路2段248-2號,,
曾惠坤診所,土城區,新北市土城區光明街７號,,
東方牙醫診所,土城區,新北市土城區延吉街一六八巷一號,,
泰康診所,土城區,新北市土城區中央路2段238號,,
馬丁健康診所,土城區,新北市土城區中華路一段209號,,
盛泓牙醫診所,土城區,新北市土城區學府路1段三三號,,
佳楷牙醫診所,土城區,新北市土城區學府路1段113號,,
禾心牙醫診所,土城區,新北市土城區延和路101號,,
吉康小兒科診所,土城區,新北市土城區學府路1段188號,,
秀偉小兒科診所,土城區,新北市土城區金城路2段380號,,
陳信成達明診所,土城區,新北市土城區中央路2段79號,,
郭海昌診所,土城區,新北市土城區青雲路224號,,
曾明禮皮膚科診所,土城區,新北市土城區中央路一段61號,,
元佳診所,土城區,新北市土城區中央路2段253、255號,,
蔡侑儒皮膚科診所,土城區,新北市土城區裕民路83號,,
惟馨婦產科診所,土城區,新北市土城區裕民路73號,,
新亞牙醫診所,土城區,新北市土城區中央路4段１３９之２號,,
莒光牙醫診所,土城區,新北市土城區延吉街288、290號,,
施潔慧牙醫診所,土城區,新北市土城區裕民路263號,,
怡安牙醫診所,土城區,新北市土城區廣明街８１號,,
嘉德沈牙醫診所,土城區,新北市土城區明德路2段二一一號,,
傑聖牙醫診所,土城區,新北市土城區裕民路二三六號,,
聯揚牙醫診所,土城區,新北市土城區中央路二段176號,,
康群牙醫診所,土城區,新北市土城區延吉街一二四號,,
宏維牙醫診所,土城區,新北市土城區學府路1段一五三號,,
土城新雅牙醫診所,土城區,新北市土城區中央路一段150、152號,,
沅鴻牙醫診所,土城區,新北市土城區承天路13號,,
瑞康牙醫診所,土城區,新北市土城區中央路2段41號,,
羅文亮小兒科診所,土城區,新北市土城區裕民路144號,,
元福診所,土城區,新北市土城區明德路二段62號,,
維安小兒科診所,土城區,新北市土城區中央路1段６７－２號,,
土城芳鄰牙醫診所,土城區,新北市土城區慶安街３５號,,
悠活精神科診所,土城區,新北市土城區學府路一段158號,,
圓心診所,土城區,新北市土城區學府路一段65號,,
杏林牙醫診所,土城區,新北市土城區中央路1段２９８號,,
聖滄中醫診所,土城區,新北市土城區學府路一段216號,,
德祥牙醫診所,土城區,新北市土城區延吉街三三七號,,
鐵齒牙醫診所,土城區,新北市土城區青雲路37之1號,,
康捷牙醫診所,土城區,新北市土城區中央路四段76之5號,,
陳鴻翔中醫診所,土城區,新北市土城區裕民路98號,,
清水建全中醫診所,土城區,新北市土城區明德路一段59號,,
林原億中醫診所,土城區,新北市土城區學府路一段189巷11弄4號,,
吉德中醫診所,土城區,新北市土城區土城市延吉街１６８巷３號,,
延和中醫診所,土城區,新北市土城區延和路127號,,
易元堂中醫診所,土城區,新北市土城區學府路1段107號,,
顏式模牙醫診所,土城區,新北市土城區裕民路１８５巷５號,,
仁安牙醫診所,土城區,新北市土城區廣興街２９號,,
振興牙醫診所,土城區,新北市土城區明德路一段41號,,
楊偉澤牙醫診所,土城區,新北市土城區和平路四之一號,,
加州牙醫診所,土城區,新北市土城區中央路2段198號,,
嘉銳牙醫診所,土城區,新北市土城區學府路1段１６８號,,
良一牙醫診所,土城區,新北市土城區裕民路２６１－１號,,
建明中醫診所,土城區,新北市土城區金城路3段139巷12號,,
奕馨親子診所,土城區,新北市土城區中央路二段61巷32號,,
聯欣中醫診所,土城區,新北市土城區中央路二段161號,,
誼家牙醫診所,土城區,新北市土城區清水路一八一號,,
頂埔中心診所,土城區,新北市土城區中央路4段286號,,
莊京憲耳鼻喉科診所,土城區,新北市土城區明德路一段2號,,
吳俊穎眼科診所,土城區,新北市土城區清水路336號,,
土城建宏中醫診所,土城區,新北市土城區中央路一段260之2號,,
漢榮中醫診所,土城區,新北市土城區延壽路13巷1號,,
新北市立土城醫院(委託長庚醫療財團法人興建經營),土城區,新北市土城區金城路二段6號,,
土城金鶯診所,土城區,新北市土城區中央路二段155號,,
成安牙醫診所,土城區,新北市土城區裕民路181號,,
成德中醫診所,土城區,新北市土城區明德路二段163號,,
新北市土城區衛生所,土城區,新北市土城區和平路26號,,
健業診所,土城區,新北市土城區中央路2段223之10號,,
杏光骨科診所,土城區,新北市土城區中央路二段107號,,
廣福診所,土城區,新北市土城區廣興街３１號,,
宏恩牙醫診所,土城區,新北市土城區中央路2段223之8號,,
信誠牙醫診所,土城區,新北市土城區明峰街40號,,
富康牙醫診所,土城區,新北市土城區裕民路108號,,
仁祐骨科診所,土城區,新北市土城區學府路一段116號,,
麗品牙醫診所,土城區,新北市土城區中央路二段332號,,
立吉診所,土城區,新北市土城區金城路三段41號,,
漢邦中醫診所,土城區,新北市土城區中央路一段205號,,
裕立診所,土城區,新北市土城區裕生路4號,,
博盛耳鼻喉科診所,土城區,新北市土城區立德路66、68號,,
博勝診所,土城區,新北市土城區立德路66、68號,,
富城牙醫診所,土城區,新北市土城區中央路二段161號,,
福滿堂中醫診所,土城區,新北市土城區青仁路37號,,
思安牙醫診所,土城區,新北市土城區中央路四段75號,,
博聖診所,土城區,新北市土城區立德路66.68號,,
太醫殿中醫診所,土城區,新北市土城區學成路48號,,
欣揚中醫診所,土城區,新北市土城區延吉街268號,,
維誠小兒科診所,土城區,新北市土城區中央路一段67-2號,,
謝志偉皮膚專科診所,土城區,新北市土城區金城路三段164號,,
永康身心診所,土城區,新北市土城區裕民路82號,,
民安復健科診所,土城區,新北市土城區延吉街311號,,
誠康耳鼻喉科診所,土城區,新北市土城區金城路三段137號,,
城林小兒科診所,土城區,新北市土城區中央路二段312號,,
合安中醫診所,土城區,新北市土城區延吉街119號,,
裕安診所,土城區,新北市土城區裕民路131號,,
延平診所,土城區,新北市土城區延和路205號,,
蔡永福小兒科診所,土城區,新北市土城區金城路3段一七六之一號,,
城安耳鼻喉科診所,土城區,新北市土城區金城路三段30號,,
李外科診所,土城區,新北市土城區中正路一號,,
余耳鼻喉科診所,土城區,新北市土城區中央路1段２４５號,,
大宇牙醫診所,土城區,新北市土城區延平街４３號,,
明治牙醫診所,土城區,新北市土城區中央路1段１６１號,,
學林牙醫診所,土城區,新北市土城區學府路1段56號,,
廣泉診所,土城區,新北市土城區清水路114號,,
祐生耳鼻喉科診所,土城區,新北市土城區中央路2段二二三之九號,,
賴家庭醫學科診所,土城區,新北市土城區中央路1段169號,,
仁和牙醫診所,土城區,新北市土城區中央路二段223之1號,,
天華牙醫診所,土城區,新北市土城區中央路1段二六四號,,
土城明師中醫聯合診所,土城區,新北市土城區中正路一號,,
和揚中醫診所,土城區,新北市土城區明德路一段101號,,
土城診所,土城區,新北市土城區中央路2段177巷22號,,
延吉診所,土城區,新北市土城區明德路1段２４號,,
李楫航小兒科診所,土城區,新北市土城區中央路二段149巷8之1號,,
煌昌診所,土城區,新北市土城區中央路2段119之1號,,
歐家庭醫學科診所,土城區,新北市土城區中央路2段180巷15號,,
張國樑診所,土城區,新北市土城區學府路1段72號,,
瞿眼科診所,土城區,新北市土城區學府路1段73號,,
張孝馨診所,土城區,新北市土城區立德路37號,,
鍾眼科診所,土城區,新北市土城區裕民路24號,,
維康診所,土城區,新北市土城區中央路1段224號,,
嘉恩耳鼻喉科診所,土城區,新北市土城區裕民路７６號,,
王培玲診所,土城區,新北市土城區中央路一段110號,,
安祥婦產科診所,土城區,新北市土城區學府路1段59號,,
梁診所,土城區,新北市土城區中央路四段75號,,
學府實和聯合診所,土城區,新北市土城區學府路1段121號,,
育昇診所,土城區,新北市土城區延和路174號,,
新明診所,土城區,新北市土城區延和路187號,,
洪正祝小兒科診所,土城區,新北市土城區延和路112號,,
祐生眼科診所,土城區,新北市土城區中央路2段223-9號,,
健兒診所,土城區,新北市土城區金城路3段50號,,
世桓中醫診所,土城區,新北市土城區永豐路135巷17弄6號,,
廣川醫院,土城區,新北市土城區裕民路２７４．２７６．２７８號,,
耆康中醫診所,土城區,新北市土城區清水路174號,,
仁安醫院,土城區,新北市土城區中央路1段六二．六四號,,
萬芳牙醫診所,土城區,新北市土城區光明街3號,,
土城仁安堂中醫診所,土城區,新北市土城區中央路2段207號,,
誠安耳鼻喉科診所,土城區,新北市土城區中央路4段38號,,
宏陽耳鼻喉科診所,土城區,新北市土城區學府路1段一O五號,,
星采牙醫診所,土城區,新北市土城區中央路二段276-1號,,
郭舒民診所,土城區,新北市土城區明德路一段35號,,
康合診所,土城區,新北市土城區清水路233號,,
人人診所,土城區,新北市土城區中央路二段20之2號,,
家峰耳鼻喉科診所,土城區,新北市土城區中正路15號,,
土城許牙醫診所,土城區,新北市土城區裕生路８２巷１號,,
上吉診所,土城區,新北市土城區延吉街122號,,
悅揚牙醫診所,土城區,新北市土城區裕民路96號,,
明曜牙醫診所,土城區,新北市土城區延吉街206號,,
精心牙醫診所,土城區,新北市土城區裕民路174號,,
元復醫院,土城區,新北市土城區中央路2段318．320．322．324號,,
土城劉內科診所,土城區,新北市土城區裕民路226號,,
弘新中醫診所,土城區,新北市土城區裕民路280號,,
羅林小兒科診所,土城區,新北市土城區裕民路83號,,
聖和中醫診所,土城區,新北市土城區廣興街28、30號,,
澄美牙醫診所,土城區,新北市土城區學士路421號,,
亞欣牙醫診所,土城區,新北市土城區青雲路226號,,
廣全診所,土城區,新北市土城區學成路2號,,
宏大牙醫診所,土城區,新北市土城區裕民路四十二號,,
三安診所,土城區,新北市土城區裕民路37號,,
亞泰診所,土城區,新北市土城區中央路2段278巷16號,,
祐生中醫診所,土城區,新北市土城區裕民路二０二號,,
永光牙醫診所,土城區,新北市土城區中央路1段283號,,
錫安牙醫診所,土城區,新北市土城區學府路1段五三號,,
渼林中醫診所,土城區,新北市土城區清水路179號,,
玉生堂中醫診所,土城區,新北市土城區學府路一段155巷5號,,
維恩骨科診所,土城區,新北市土城區金城路三段43號,,
土城光晶妍寶島診所,土城區,新北市土城區明德路二段189號,,
延和祥恩診所,土城區,新北市土城區延和路92號,,
日光牙醫診所,土城區,新北市土城區中央路二段90號,,
名仁診所,土城區,新北市土城區立雲街3號,,
三合堂中醫診所,土城區,新北市土城區青雲路275號,,
慶儒中醫診所,土城區,新北市土城區中央路一段350號,,
星漾牙醫診所,土城區,新北市土城區中央路二段60號,,
金城牙醫診所,土城區,新北市土城區金城路三段191號,,
青禾診所,土城區,新北市土城區延吉街141號,,
精誠牙醫診所,土城區,新北市土城區學府路一段179號,,
康城診所,土城區,新北市土城區中正路152號,,
精湛牙醫診所,土城區,新北市土城區學府路一段179號,,
弘祐中醫診所,土城區,新北市土城區中央路4段113號,,
嘉恩牙醫診所,土城區,新北市土城區延吉街143號,,
學府周耳鼻喉科診所,土城區,新北市土城區學府路一段117號,,
涵恩婦產科診所,土城區,新北市土城區中央路二段163號,,
大昌診所,土城區,新北市土城區青雲路184號,,
興城骨科診所,土城區,新北市土城區光明街58號,,
佑祥美學牙醫診所,土城區,新北市土城區中央路四段64號,,
土城中央診所,土城區,新北市土城區中央路二段219號,,
合康身心診所,土城區,新北市土城區金城路三段17號,,
冠菲牙醫診所,土城區,新北市土城區中央路一段252號,,
裕民至祥診所,土城區,新北市土城區裕民路27號,,
瑞明診所,土城區,新北市土城區廣明街63巷2弄1號,,
上承診所,土城區,新北市土城區裕民路142號,,
立全診所,土城區,新北市土城區中央路二段150號,,
星曜牙醫診所,土城區,新北市土城區延吉街206號,,
仁有堂中醫診所,土城區,新北市土城區學府路一段67號,,
穗城復健科診所,土城區,新北市土城區金城路三段176號,,
傾心婦產科診所,土城區,新北市土城區金城路二段259號,,
得麗爾時尚診所,土城區,新北市土城區裕民路75號,,
建馨復健科診所,土城區,新北市土城區中央路二段196號,,
維濃中醫診所,土城區,新北市土城區裕民路228號,,
仁康診所,土城區,新北市土城區青仁路29號,,
東松牙醫診所,土城區,新北市土城區裕民路235、237、239號,,
恩樺醫院,土城區,新北市土城區中央路一段7-18號,,
廣益診所,土城區,新北市土城區廣明街56號,,
陳彥廷診所,蘆洲區,新北市蘆洲區中山一路212號,,
宏昇牙醫診所,蘆洲區,新北市蘆洲區復興路１１５號,,
福田診所,蘆洲區,新北市蘆洲區中正路140號,,
天佑復健診所,蘆洲區,新北市蘆洲區長樂路82號,,
健群診所,蘆洲區,新北市蘆洲區中華街71號,,
長安牙醫診所,蘆洲區,新北市蘆洲區長安街１１２號,,
張眼科診所,蘆洲區,新北市蘆洲區中華街63號,,
沐心牙醫診所,蘆洲區,新北市蘆洲區三民路13、15號,,
建德牙醫診所,蘆洲區,新北市蘆洲區中華街１３號,,
人安診所,蘆洲區,新北市蘆洲區民權路133號,,
蘆洲大愛眼科診所,蘆洲區,新北市蘆洲區長榮路96、98號,,
佑明眼科診所,蘆洲區,新北市蘆洲區長安街283號,,
陳介臣婦產科診所,蘆洲區,新北市蘆洲區中山二路１３９號,,
永濟中醫診所,蘆洲區,新北市蘆洲區中山二路46巷34號,,
長榮耳鼻喉科診所,蘆洲區,新北市蘆洲區長榮路１５號,,
愛樂親子診所,蘆洲區,新北市蘆洲區長樂路168號,,
黃天一耳鼻喉科診所,蘆洲區,新北市蘆洲區中山一路180號,,
蘆洲現代耳鼻喉科診所,蘆洲區,新北市蘆洲區集賢路306號,,
華安診所,蘆洲區,新北市蘆洲區長安街205號,,
傑美牙醫診所,蘆洲區,新北市蘆洲區民權路八四號,,
容光皮膚專科診所,蘆洲區,新北市蘆洲區中原路10號,,
永全牙醫診所,蘆洲區,新北市蘆洲區民族路269號,,
兒樂吉診所,蘆洲區,新北市蘆洲區民族路267號,,
遇見兒童牙醫診所,蘆洲區,新北市蘆洲區長榮路692號,,
超群耳鼻喉科診所,蘆洲區,新北市蘆洲區長安街78號,,
盛德牙醫診所,蘆洲區,新北市蘆洲區中正路155號,,
春陽中醫診所,蘆洲區,新北市蘆洲區民族路43號,,
樂澄牙醫診所,蘆洲區,新北市蘆洲區永樂街33號,,
欣彥身心診所,蘆洲區,新北市蘆洲區復興路200號,,
啟安婦產科家庭醫學科診所,蘆洲區,新北市蘆洲區中山二路１１１號,,
豐華牙醫診所,蘆洲區,新北市蘆洲區民權路114號,,
博士牙醫診所,蘆洲區,新北市蘆洲區長榮路173號,,
宥宥婦幼診所,蘆洲區,新北市蘆洲區長榮路58號,,
康福牙醫診所,蘆洲區,新北市蘆洲區長安街二一八號,,
興霖中醫診所,蘆洲區,新北市蘆洲區永樂街90號,,
曙光診所,蘆洲區,新北市蘆洲區三民路362-3號,,
佑安耳鼻喉科診所,蘆洲區,新北市蘆洲區民族路69號,,
六福診所,蘆洲區,新北市蘆洲區中正路45號,,
黃皮醫師診所,蘆洲區,新北市蘆洲區光華路42號,,
長興骨科診所,蘆洲區,新北市蘆洲區民族路87號,,
李明哲診所,蘆洲區,新北市蘆洲區信義路246號,,
蘆洲諾貝爾眼科診所,蘆洲區,新北市蘆洲區三民路86號,,
蘆洲上禾耳鼻喉科診所,蘆洲區,新北市蘆洲區新北市蘆洲區長榮路47-1號,,
蘆洲上禾內科診所,蘆洲區,新北市蘆洲區長榮路47-1號,,
杏暉復健科診所,蘆洲區,新北市蘆洲區中華街57號,,
蘆洲安妞美學診所,蘆洲區,新北市蘆洲區正義里16鄰長榮路309號,,
御森牙醫診所,蘆洲區,新北市蘆洲區永平街32-1號,,
泓安內科診所,蘆洲區,新北市蘆洲區永樂街2號,,
良和中醫診所,蘆洲區,新北市蘆洲區中山二路172號,,
鎰安牙醫診所,蘆洲區,新北市蘆洲區光明路10號,,
同仁堂中醫診所,蘆洲區,新北市蘆洲區信義路297號,,
鄭書�牙醫診所,蘆洲區,新北市蘆洲區集賢路二二四巷五十四號,,
鴻昇診所,蘆洲區,新北市蘆洲區中原路51號,,
建安診所,蘆洲區,新北市蘆洲區長安街265號,,
建群診所,蘆洲區,新北市蘆洲區中華街71號,,
弘一診所,蘆洲區,新北市蘆洲區重陽街82、86號,,
盈綵牙醫診所,蘆洲區,新北市蘆洲區光華路180號,,
家源牙醫診所,蘆洲區,新北市蘆洲區三民路380號,,
遇見牙醫診所,蘆洲區,新北市蘆洲區長榮路690號,,
立博診所,蘆洲區,新北市蘆洲區光華路20號,,
鷺江中醫診所,蘆洲區,新北市蘆洲區三民路26巷31弄3號,,
萬鎰堂中醫診所,蘆洲區,新北市蘆洲區正和街83號,,
愛惜牙醫診所,蘆洲區,新北市蘆洲區民權路87號,,
宜興診所,蘆洲區,新北市蘆洲區永樂街38巷42弄6號,,
蘆美學牙醫診所,蘆洲區,新北市蘆洲區長安街91號,,
健安診所,蘆洲區,新北市蘆洲區長安街265號,,
明暘診所,蘆洲區,新北市蘆洲區長安街26號,,
百和中醫診所,蘆洲區,新北市蘆洲區長榮路321號,,
禾峰診所,蘆洲區,新北市蘆洲區中正路8號,,
長安骨科診所,蘆洲區,新北市蘆洲區長安街277號,,
慶明眼科診所,蘆洲區,新北市蘆洲區中山二路32號,,
柏鎂牙醫診所,蘆洲區,新北市蘆洲區集賢路318號,,
心安牙醫診所,蘆洲區,新北市蘆洲區中山二路120號,,
開心生活診所,蘆洲區,新北市蘆洲區三民路376之3號,,
皮醫師蘆洲診所,蘆洲區,新北市蘆洲區光華路42號,,
六善堂中醫診所,蘆洲區,新北市蘆洲區中華街7號,,
成美牙醫診所,蘆洲區,新北市蘆洲區重陽街62號,,
集安診所,蘆洲區,新北市蘆洲區集賢路238號,,
康廷耳鼻喉科診所,蘆洲區,新北市蘆洲區中正路124號,,
安馨婦產科診所,蘆洲區,新北市蘆洲區民族路203號,,
沅昇復健科診所,蘆洲區,新北市蘆洲區復興路87巷6號,,
愛麗生婦產科診所,蘆洲區,新北市蘆洲區長榮路323號,,
俊亨婦產科診所,蘆洲區,新北市蘆洲區中山二路135號,,
麗璽牙醫診所,蘆洲區,新北市蘆洲區中正路351號,,
禾新牙醫診所,蘆洲區,新北市蘆洲區復興路63號,,
東大眼科診所,蘆洲區,新北市蘆洲區三民路19號,,
菁采皮膚專科診所,蘆洲區,新北市蘆洲區信義路246-1號,,
巨鼎骨科診所,蘆洲區,新北市蘆洲區集賢路222之6號,,
祥永中醫診所,蘆洲區,新北市蘆洲區長榮路146號,,
御鼎牙醫診所,蘆洲區,新北市蘆洲區光復路47號,,
欣向美診所,蘆洲區,新北市蘆洲區信義路365號,,
合安堂中醫診所,蘆洲區,新北市蘆洲區長榮路179號,,
德興診所,蘆洲區,新北市蘆洲區復興路67號,,
佳聖診所,蘆洲區,新北市蘆洲區中山一路129號,,
健侒診所,蘆洲區,新北市蘆洲區長安街265號,,
欣宥婦產科診所,蘆洲區,新北市蘆洲區長榮路58號,,
健群耳鼻喉科診所,蘆洲區,新北市蘆洲區中華街71號,,
張志遠中醫診所,蘆洲區,新北市蘆洲區光華路63號,,
湯瑪士親子兒科診所,蘆洲區,新北市蘆洲區民族路377號,,
許修平診所,蘆洲區,新北市蘆洲區長安街290號,,
芊瓏中醫診所,蘆洲區,新北市蘆洲區復興路74號,,
冠植牙醫診所,蘆洲區,新北市蘆洲區集賢路342號,,
學進牙醫診所,蘆洲區,新北市蘆洲區信義路262號,,
聖哲耳鼻喉科診所,蘆洲區,新北市蘆洲區復興路148號,,
家園牙醫診所,蘆洲區,新北市蘆洲區光榮路97巷69號,,
全嘉耳鼻喉科診所,蘆洲區,新北市蘆洲區長安街156號,,
華康牙醫診所,蘆洲區,新北市蘆洲區信義路228號,,
仁川診所,蘆洲區,新北市蘆洲區長榮路410號,,
美加牙醫診所,蘆洲區,新北市蘆洲區中山一路42號,,
璀璨美學牙醫診所,蘆洲區,新北市蘆洲區中正路24號,,
杏東診所,蘆洲區,新北市蘆洲區中正路9號,,
杏美牙醫診所,蘆洲區,新北市蘆洲區復興路112號,,
鴻昇中醫診所,蘆洲區,新北市蘆洲區復興路106號,,
宥宥小兒科診所,蘆洲區,新北市蘆洲區長榮路175號,,
安美皮膚科診所,蘆洲區,新北市蘆洲區中正路125號,,
共和診所,蘆洲區,新北市蘆洲區中正路４號,,
洪文能診所,蘆洲區,新北市蘆洲區民族路４６號,,
昱明診所,蘆洲區,新北市蘆洲區長榮路67號,,
上安診所,蘆洲區,新北市蘆洲區長榮路381號,,
協和診所,蘆洲區,新北市蘆洲區永平街12號,,
蘆洲立民診所,蘆洲區,新北市蘆洲區民族路88號,,
華心牙醫診所,蘆洲區,新北市蘆洲區光華路六十九號,,
集賢內科診所,蘆洲區,新北市蘆洲區集賢路三五六號,,
本一診所,蘆洲區,新北市蘆洲區長榮路43-1號,,
大祐中醫診所,蘆洲區,新北市蘆洲區中正路47號,,
偉齡牙醫診所,蘆洲區,新北市蘆洲區復興路72號,,
李鴻圖診所,蘆洲區,新北市蘆洲區成功路７０號,,
莊炳煌診所,蘆洲區,新北市蘆洲區中正路１７５號,,
王國欽耳鼻喉科診所,蘆洲區,新北市蘆洲區集賢路420號,,
新北市蘆洲區衛生所,蘆洲區,新北市蘆洲區中央路58號,,
樂活診所,蘆洲區,新北市蘆洲區中正路151號,,
啟新中醫診所,蘆洲區,新北市蘆洲區中正路197號,,
蔡嘉哲骨科診所,蘆洲區,新北市蘆洲區長安街124號,,
林錦榮小兒科診所,蘆洲區,新北市蘆洲區中華街６６號,,
蘆洲李耳鼻喉科診所,蘆洲區,新北市蘆洲區中華街63號,,
潘眼科診所,蘆洲區,新北市蘆洲區中正路11號,,
宏國診所,蘆洲區,新北市蘆洲區信義路２７２號,,
劉安邦耳鼻喉科診所,蘆洲區,新北市蘆洲區中正路十三號,,
仁美診所,蘆洲區,新北市蘆洲區中正路３７１號,,
民族診所,蘆洲區,新北市蘆洲區民族路53號,,
群安診所,蘆洲區,新北市蘆洲區長安街118號,,
趙國雄診所,蘆洲區,新北市蘆洲區民族路369號,,
蘆洲實和復健診所,蘆洲區,新北市蘆洲區長榮路156號,,
乾祐診所,蘆洲區,新北市蘆洲區中正路119號,,
永全診所,蘆洲區,新北市蘆洲區中山一路241號,,
田眼科診所,蘆洲區,新北市蘆洲區復興路六十六號,,
寶明診所,蘆洲區,新北市蘆洲區長安街255號,,
晉泰牙醫診所,蘆洲區,新北市蘆洲區中華街３０號,,
嘉齡牙醫診所,蘆洲區,新北市蘆洲區中正路２１號,,
水湳牙醫診所,蘆洲區,新北市蘆洲區民族路四六八號,,
盧洲陳牙醫診所,蘆洲區,新北市蘆洲區中正路７２號,,
普惠牙醫診所,蘆洲區,新北市蘆洲區中正路１１６號,,
永富牙醫診所,蘆洲區,新北市蘆洲區民族路四二六巷八號,,
雙宏牙醫診所,蘆洲區,新北市蘆洲區長安街７６號,,
信義牙醫診所,蘆洲區,新北市蘆洲區信義路249號,,
昌輝牙醫診所,蘆洲區,新北市蘆洲區永平街二十七號,,
全家聯合牙醫診所,蘆洲區,新北市蘆洲區得勝街161號,,
元大牙醫診所,蘆洲區,新北市蘆洲區光華路68號,,
拾健牙醫診所,蘆洲區,新北市蘆洲區光復路9號,,
東揚牙醫診所,蘆洲區,新北市蘆洲區集賢路352號,,
臻品牙醫診所,蘆洲區,新北市蘆洲區長榮路65號,,
曉兒耳鼻喉科診所,蘆洲區,新北市蘆洲區中山二路一五一號,,
蘇眼科診所,蘆洲區,新北市蘆洲區中正路一六三號,,
林昭良耳鼻喉科診所,蘆洲區,新北市蘆洲區復興路七十號,,
蘆洲成功耳鼻喉科診所,蘆洲區,新北市蘆洲區長安街二五三號,,
聯邦診所,蘆洲區,新北市蘆洲區長安街五二號,,
鴻文耳鼻喉科診所,蘆洲區,新北市蘆洲區集賢路224巷14號,,
詠贊聯合診所,蘆洲區,新北市蘆洲區中正路八十五號,,
欣葉牙醫診所,蘆洲區,新北市蘆洲區長安街33號,,
蘆洲現代內科診所,蘆洲區,新北市蘆洲區集賢路306號,,
新立中醫診所,蘆洲區,新北市蘆洲區中山二路四十六巷十三號,,
大春中醫診所,蘆洲區,新北市蘆洲區中正路1號,,
同慶堂中醫診所,蘆洲區,新北市蘆洲區長安街295號,,
