"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77810","管內三樓出境證照查驗台南邊(232)","管內三樓出境證照查驗台南邊(232)","25.077191247888","121.23215446519","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77811","管內三樓南邊昇恆昌服務台旁(238)","管內三樓南邊昇恆昌服務台旁(238)","25.077254819687","121.23221041111","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77812","管內三樓南邊吸菸室旁(231)","管內三樓南邊吸菸室旁(231)","25.077268444313","121.23222969954","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77813","管內三樓出境證照查驗台北邊(234)","管內三樓出境證照查驗台北邊(234)","25.077292726977","121.23224042431","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77814","C4三樓長廊登機門旁(240)","C4三樓長廊登機門旁(240)","25.077297583609","121.23221897607","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77815","D1二樓長廊候機室門旁(226)","D1二樓長廊候機室門旁(226)","25.077270872272","121.23223238125","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77816","南擴四樓總務處庫房前(248)","南擴四樓總務處庫房前(248)","25.077302440178","121.23228600169","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77817","北擴五樓逃生梯哺乳室旁(251)","北擴五樓逃生梯哺乳室旁(251)","25.077265062954","121.2322493796","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77818","南擴五樓逃生梯旁(249)","南擴五樓逃生梯旁(249)","25.077278157174","121.23222433818","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77819","D1二樓寰宇商務中心內(225)","D1二樓寰宇商務中心內(225)","25.077252963553","121.23222001866","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77825","管內四樓南邊美食區(260)","管內四樓南邊美食區(260)","25.077270332633","121.23239592359","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77826","D10三樓長廊候機室旁(266)","D10三樓長廊候機室旁(266)","25.077305360908","121.23222897532","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77827","A4~A5二樓長廊(146)","A4~A5二樓長廊(146)","25.077287144015","121.23221688829","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77828","B1出境美食街點餐機旁(145)","B1出境美食街點餐機旁(145)","25.077321866578","121.23223238125","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77829","C9三樓長廊廁所旁(264)","C9三樓長廊廁所旁(264)","25.077311199371","121.23224086721","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77830","D8三樓長廊祈禱室旁(242)","D8三樓長廊祈禱室旁(242)","25.077272607654","121.23225413827","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77831","C5R出境一樓候機室2號口對面(239)","C5R出境一樓候機室2號口對面(239)","25.077295694879","121.23226094496","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77832","D5R三樓長廊采盟服務台後方(235)","D5R三樓長廊采盟服務台後方(235)","25.077256302527","121.23218948482","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77833","D5R出境一樓候機室3號口對面(244)","D5R出境一樓候機室3號口對面(244)","25.077304868618","121.23226455325","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77834","D6三樓長廊電話亭旁(243)","D6三樓長廊電話亭旁(243)","25.077266015695","121.23223238123","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77840","A5三樓登機門旁(131)","A5三樓登機門旁(131)","25.077293148565","121.23225725516","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77841","管內四樓星宇貴賓室旁(141)","管內四樓星宇貴賓室旁(141)","25.077658118165","121.23228808674","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77842","A6~A7三樓長廊(132)","A6~A7三樓長廊(132)","25.077313054449","121.2322978029","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77843","A9三樓長廊吸菸室旁(134)","A9三樓長廊吸菸室旁(134)","25.077293148565","121.23224116902","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77844","A4三樓登機門旁(130)","A4三樓登機門旁(130)","25.077303147244","121.23223507154","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77845","D7二樓長廊候機室門對面(222)","D7二樓長廊候機室門對面(222)","25.077278157174","121.23220020898","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77846","D4二樓長廊廁所旁(224)","D4二樓長廊廁所旁(224)","25.077258730774","121.23221897612","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77847","D8二樓長廊候機室門對面(221)","D8二樓長廊候機室門對面(221)","25.07729029909","121.23223506184","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77848","北擴四樓貨運處廁所外通廊(252)","北擴四樓貨運處廁所外通廊(252)","25.077295155278","121.23223506227","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77849","管內二樓入境查驗大廳南邊廁所旁(215)","管內二樓入境查驗大廳南邊廁所旁(215)","25.077295195463","121.2322188874","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77850","管內一樓1號轉盤旁(211)","管內一樓1號轉盤旁(211)","25.077311199092","121.2322763312","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77851","管內二樓入境查驗大廳北邊廁所旁(214)","管內二樓入境查驗大廳北邊廁所旁(214)","25.077195882229","121.23236322265","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77852","管內一樓6~7號轉盤後(210)","管內一樓6~7號轉盤後(210)","25.077284422981","121.23224165319","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77853","A9一樓航務處大廳內(142)","A9一樓航務處大廳內(142)","25.07730540808","121.23224846738","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77854","D6二樓轉機入口旁(223)","D6二樓轉機入口旁(223)","25.077288409978","121.23222433818","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77855","B區二樓昇恆昌服務台前(118)","B區二樓昇恆昌服務台前(118)","25.0772887687","121.23224362634","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77856","A區二樓昇恆昌服務台前(113)","A區二樓昇恆昌服務台前(113)","25.077308586817","121.23226619198","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77857","管內三樓入境南邊移民署後方電梯旁(121)","管內三樓入境南邊移民署後方電梯旁(121)","25.077316896222","121.23224206273","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77858","管內南登電車站月台(140)","管內南登電車站月台(140)","25.07724094045","121.23219057822","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77859","B7~B8二樓長廊(119)","B7~B8二樓長廊(119)","25.077295417239","121.23225763032","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77865","B區三樓長廊昇恆昌服務台對面(138)","B區三樓長廊昇恆昌服務台對面(138)","25.077292726977","121.23224578636","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77866","管外出境三樓公務出境口旁APEC通道(123)","管外出境三樓公務出境口旁APEC通道(123)","25.077295250398","121.23225386458","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77867","B7~B8三樓長廊(139)","B7~B8三樓長廊(139)","25.077317009979","121.23227795862","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77868","B6一樓往空側外牆轉角處販賣機旁(143)","B6一樓往空側外牆轉角處販賣機旁(143)","25.077319244403","121.23226782385","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77869","航油科門口警衛室(255)","航油科門口警衛室(255)","25.07781013588","121.23102317025","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77880","管內三樓入境北邊移民署公務台旁(120)","管內三樓入境北邊移民署公務台旁(120)","25.077291588711","121.23224474383","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77881","管內北登電車站月台(122)","管內北登電車站月台(122)","25.077321197421","121.2322536044","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77882","A9二樓長廊內候機室門旁(112)","A9二樓長廊內候機室門旁(112)","25.077324181051","121.23228764018","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77883","B1R一樓男廁旁(135)","B1R一樓男廁旁(135)","25.077288291964","121.23224385005","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77884","B3三樓長廊祈禱室前(136)","B3三樓長廊祈禱室前(136)","25.077307718367","121.23223580698","","","","","","","","03-2733550"
"11227","潤泰旭展股份有限公司(CITYLINK南港店)","臺北市","南港區","臺北市南港區忠孝東路七段369號","大型購物場所","商場","","77886","C棟11F","C棟11樓喜樂時代影城手扶梯旁","25.052729432021","121.60723113709","10:00:00","23:00:00","10:00:00","23:00:00","10:00:00","23:00:00","營業時間依喜樂時代影城的電影場次時間為主。","02-26529051"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77887","B2北邊照證室旁通廊中段(257)","B2北邊照證室旁通廊中段(257)","25.077361475786","121.23217277241","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77888","B2美食區電梯側邊走廊廁所旁(258)","B2美食區電梯側邊走廊廁所旁(258)","25.077292727121","121.23228868251","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77890","C10二樓長廊廁所旁(262)","C10二樓長廊廁所旁(262)","25.077278157218","121.23224042424","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77892","C1一樓航警分隊旁(259)","C1一樓航警分隊旁(259)","25.077309175782","121.2322276256","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77894","C10三樓長廊候機室旁(265)","C10三樓長廊候機室旁(265)","25.077240822046","121.23219320845","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77895","TMC(144)","TMC(144)","25.077290298677","121.23222165716","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77896","B1入境巴士站南邊廁所旁(102)","B1入境巴士站南邊廁所旁(102)","25.077386402752","121.23195056287","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733350"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77897","一樓出境服務台旁(106)","一樓出境服務台旁(106)","25.077320880081","121.23228520298","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77898","一樓入境大廳南邊航警服務台旁(104)","一樓入境大廳南邊航警服務台旁(104)","25.0776009031","121.23196604361","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77899","B1入境巴士站北邊廁所旁(101)","B1入境巴士站北邊廁所旁(101)","25.077996656626","121.23096828464","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77905","B6~B7二樓長廊(117)","B6~B7二樓長廊(117)","25.07727394559","121.23224742485","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77906","管內一樓1號轉盤前兆豐銀行旁(109)","管內一樓1號轉盤前兆豐銀行旁(109)","25.077322076991","121.23218256512","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77907","OCC (256)","OCC (256)","25.077278157174","121.23222970023","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77908","B3~B4二樓長廊(115)","B3~B4二樓長廊(115)","25.077299511078","121.23225886102","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77909","B4二樓長廊候機室門旁(116)","B4二樓長廊候機室門旁(116)","25.077302705774","121.23225278689","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77910","管內四樓北邊美食區(250)","管內四樓北邊美食區(250)","25.077308824195","121.23225398088","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77911","管內三樓出境查驗台後中央免稅店區(233)","管內三樓出境查驗台後中央免稅店區(233)","25.077240822282","121.2322039323","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77912","T2三樓南邊C1走廊(管制區內)(241)","T2三樓南邊C1走廊(管制區內)(241)","25.077295883984","121.23221257017","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77913","C8三樓長廊廁所旁(237)","C8三樓長廊廁所旁(237)","25.077279480905","121.23224474243","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77914","D2三樓長廊廁所旁(246)","D2三樓長廊廁所旁(246)","25.077290298847","121.23218412258","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77915","管內三樓自動通關後長廊中央(127)","管內三樓自動通關後長廊中央(127)","25.077290720265","121.23225457413","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77916","管內三樓出境移民署公務檯旁免稅店前(128)","管內三樓出境移民署公務檯旁免稅店前(128)","25.077298292471","121.23225147017","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77917","管內三樓南邊21~22號出境查驗台前(129)","管內三樓南邊21~22號出境查驗台前(129)","25.077302861766","121.23224116902","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77918","管內三樓南邊肉品檢疫區旁(126)","管內三樓南邊肉品檢疫區旁(126)","25.077294767482","121.2322626172","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77919","管內三樓北邊肉品檢疫區旁(125)","管內三樓北邊肉品檢疫區旁(125)","25.077295576866","121.2322626172","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77920","D4三樓長廊廁所旁(245)","D4三樓長廊廁所旁(245)","25.077240431722","121.2322218488","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77921","西停三樓專案工程處辦公室電梯旁(228)","西停三樓專案工程處辦公室電梯旁(228)","25.077118501162","121.2322549264","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77922","南擴三樓23號櫃檯旁(229)","南擴三樓23號櫃檯旁(229)","25.077412792932","121.23231013087","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77923","北擴三樓2號櫃檯旁(230)","北擴三樓2號櫃檯旁(230)","25.077290298702","121.2322779586","","","","","","","","03-2733550"
"13644","桃園國際機場股份有限公司","桃園市","大園區","桃園市大園區航站南路9號","交通要衝","機場","","77924","出境大廳14號櫃台前(227)","出境大廳14號櫃台前(227)","25.077280585545","121.23223238118","","","","","","","","03-2733550"
"8718","第一商業銀行中山分行","臺北市","中山區","臺北市中山區中山北路二段61號","其他","其他場所","","77925","第一銀行中山分行營業廳","一樓殘障廁所右側","25.056248874882","121.52303087482","09:00:00","15:30:00","09:00:00","15:30:00","09:00:00","15:30:00","","02-25211111"
"23430","叡揚資訊股份有限公司 - 高雄研發中心","高雄市","前鎮區","高雄市前鎮區中山二路91號3樓-1","其他","其他場所","置於公司內  櫃台前方","77973","公司櫃台前","公司櫃台前方","22.609500938298","120.30577400594","09:00:00","17:00:00","","","","","置於公司內  櫃台前方","7-5866195"
"22695","見潭璞旅","臺北市","士林區","臺北市士林區承德路四段250號","旅宿場所","旅館","","77977","旅館大廳","見潭璞旅入住大廳進口右手邊。","25.089216869717","121.52048210989","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","24小時開放"
"9960","臺中文學館","臺中市","西區","臺中市西區樂群街38號","其他","其他場所","","78076","臺中文學館","臺中文學館保全室後方","24.139626634186","120.67271440109","10:00:00","17:00:00","10:00:00","17:00:00","10:00:00","17:00:00","每週一及國定假日休館","04-22240875"
"11714","臺中市政府警察局太平分局","臺中市","太平區","臺中市太平區中山路一段215號","其他","其他場所","","78109","太平分局一樓","一樓大廳右廁","24.142206904359","120.73229170802","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0423937396"
"23897","凱達營造股份有限公司","彰化縣","芬園鄉","彰化縣芬園鄉縣庄村縣芬路臨779號","其他","其他場所","本位址為凱達營造股份有限公司之芬園工務所，因應本工程為台14線13K+300茄荖橋改建工程，為方便工程進行將工務所坐落於此，為了保障參與本工程之人員的身命安全而增設AED自動體外心臟電擊去顫器。","78137","凱達營造工務所會議室","本工務所地址為:彰化縣芬園鄉縣庄村縣芬路臨779號，位於台14丁線上。工務所外觀為藍白色兩層樓之組合屋，AED放置於一樓會議室前門之右手邊。","23.996007078708","120.63488051134","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","12:00:00","本位址為凱達營造股份有限公司之芬園工務所，因應本工程為台14線13K+300茄荖橋改建工程，為方便工程進行將工務所坐落於此，為了保障參與本工程之人員的身命安全而增設AED自動體外心臟電擊去顫器。","0958-007136"
"23984","慈濟東大聯絡處","臺中市","西屯區","臺中市西屯區東大路一段888號","學校、大型集會場所","宗教聚會場所","","78153","服務台","服務台印表機旁","24.19560688937","120.60860245183","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","0424619497"
"1590","新興高中","高雄市","新興區","高雄市新興區五福二路218號","學校、大型集會場所","高中職","","78185","本校玄關","走進校門口，進入玄關處左手邊。","22.624464761855","120.3041628336","","","","","","","","06:00~24:00"
"24288","台灣積體電路製造股份有限公司 AP5B封測廠-辦公室新建工程","臺中市","大雅區","臺中市大雅區科雅六路2號(A5哨口對面)","其他","其他場所","","78199","昇洲停車場","昇洲停車場 福利社內","24.211865447533","120.61259142441","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","福利社工作人員上班時間開放","0972-320115、0919-225891"
"3751","台東娜路彎會館","臺東縣","臺東市","臺東縣臺東市中興路二段385號","旅宿場所","旅館","","78205","會館大廳","櫃檯旁","22.768864094352","121.12445110766","","","","","","","","089-235-500"
"21901","慈濟竹田日照中心","屏東縣","竹田鄉","屏東縣竹田鄉屏東縣竹田鄉美崙村龍崗路130-5號","其他","其他場所","","78209","照顧室","日照中心","22.605147306821","120.54744350511","08:00:00","17:00:00","","","","","","08-7788452"
"17003","桃園大眾捷運股份有限公司A11坑口站","桃園市","蘆竹區","桃園市蘆竹區坑?路460號","交通要衝","捷運站","","78214","桃園捷運A11坑口站","2F穿堂層付費區","25.086554849947","121.26646151133","05:50:00","00:30:00","05:50:00","00:30:00","05:50:00","00:30:00","","03-2838888-61002"
"23390","國立臺灣工藝研究發展中心鶯歌多媒材研發分館","新北市","鶯歌區","新北市鶯歌區鳳鳴路160號","其他","其他場所","","78226","1樓穿堂","1樓穿堂往陶藝教室大門旁","24.967282380273","121.33533721022","09:00:00","17:30:00","","","","","","0226705308"
"23515","高雄市立大社游泳池","高雄市","大社區","高雄市大社區金龍路42號","其他","其他場所","高雄市立大社游泳池辦公室","78230","大社游泳池","大社游泳池辦公室","22.729740374138","120.35332855986","","","","","","","","07-3510818"
"23635","圓山步道","臺北市","中山區","臺北市中山區中山北路四段登山步道","其他","其他場所","","78242","初二觀景平台","初二觀景平台","25.080750154016","121.52875253954","","","","","","","","02-2221-7819"
"23635","圓山步道","臺北市","中山區","臺北市中山區中山北路四段登山步道","其他","其他場所","","78243","微風平台","微風平台","25.084804321223","121.52769702936","","","","","","","","02-2221-7819"
"23635","圓山步道","臺北市","中山區","臺北市中山區中山北路四段登山步道","其他","其他場所","","78244","台北市中山區中山北路四段","打印台","25.084146645663","121.52873542846","09:00:00","18:00:00","09:00:00","18:00:00","09:00:00","18:00:00","","02-2221-7819"
"24288","台灣積體電路製造股份有限公司 AP5B封測廠-辦公室新建工程","臺中市","大雅區","臺中市大雅區科雅六路2號(A5哨口對面)","其他","其他場所","","78258","AP5BO工區 OFFICE LB2","AP5BO工區 OFFICE LB2 D/13","24.214013710896","120.61786025767","","","","","","","台積電工程區，非對外開放場所","0972-320115、0919-225891"
"24288","台灣積體電路製造股份有限公司 AP5B封測廠-辦公室新建工程","臺中市","大雅區","臺中市大雅區科雅六路2號(A5哨口對面)","其他","其他場所","","78259","AP5BO工務所","AP5BO工務所PIP哨口旁","24.214683772635","120.61614552664","07:00:00","19:00:00","07:00:00","19:00:00","07:00:00","19:00:00","國定假日工務所關閉","0972-320115、0919-225891"
"23365","格拉斯麗台北飯店","臺北市","中正區","臺北市中正區忠孝東路二段89號3樓","旅宿場所","飯店","藤田觀光集團繼格拉斯麗首爾飯店之後，選在台北開設第二間海外據點。格拉斯麗台北飯店位於台北市中正區，鄰近華山1914文化創意產業園，步行至捷運忠孝新生站只需3分鐘左右，無論旅遊觀光或是商務出差皆十分便利","78260","飯店3樓大廳禮賓桌旁","飯店3樓大廳禮賓桌旁","25.043148919704","121.5307100646","09:00:00","17:00:00","","","","","","02-23220111"
"22845","花蓮縣警察局","花蓮縣","花蓮市","花蓮縣花蓮市府前路21號","公眾服務單位設施","警察分局","","78261","本局行政大樓","本局行政大樓1樓服務中心","23.993281452551","121.62001520384","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-8224023"
"22845","花蓮縣警察局","花蓮縣","花蓮市","花蓮縣花蓮市府前路21號","公眾服務單位設施","警察分局","","78262","本局保安機動大樓","本局保安機動大樓1樓電梯旁","23.992500783857","121.62237003393","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-8221647"
"22845","花蓮縣警察局","花蓮縣","花蓮市","花蓮縣花蓮市府前路21號","公眾服務單位設施","警察分局","","78263","本局警勤科技大樓1樓","本局警勤科技大樓1樓值勤室旁","23.993441400965","121.61987668432","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-8236968"
"22845","花蓮縣警察局","花蓮縣","花蓮市","花蓮縣花蓮市府前路21號","公眾服務單位設施","警察分局","","78264","本局警勤科技大樓B1拘留所","本局警勤科技大樓地下室電梯旁","23.993297781614","121.62001520384","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-8236968"
