機構名稱,縣市區名,地址
育晨診所,中和區,新北市中和區自立路37號1樓
郭長堺診所,中和區,新北市中和區中山路二段二六八號
優寶婦產科診所,中和區,新北市中和區華新街二十二號
盧建宏耳鼻喉科診所,中和區,新北市中和區宜安路151號
王家醫科診所,中和區,新北市中和區安平路一五七號
欣禾診所,中和區,新北市中和區景平路414號1至3樓及416號1至3樓
馮泰龍小兒科診所,中和區,新北市中和區南華路二一號
華欣診所,中和區,新北市中和區華新街70號1樓
信望愛眼科診所,中和區,新北市中和區中和路468號1、2樓
良佳診所,中和區,新北市中和區中正路632號 1樓
益德診所,中和區,新北市中和區忠孝街七十五號一樓
好家人診所,中和區,新北市中和區中正路661號1樓
友善宜安診所,中和區,新北市中和區保健路73巷7號1樓
創悅皮膚科診所,中和區,新北市中和區永貞路231號(1樓)
陸義發耳鼻喉科診所,中和區,新北市中和區興南路一段三八號
顏耳鼻喉科診所,中和區,新北市中和區員山路１８４號
白家聲診所,中和區,新北市中和區中山路二段６８號
西華診所,中和區,新北市中和區圓通路293之2號1樓、2樓
德祐診所,中和區,新北市中和區興南路２段３４巷１號１樓
永康診所,中和區,新北市中和區復興路２９０號
景民診所,中和區,新北市中和區景平路一六四號
合吉婦產科診所,中和區,新北市中和區景新街403號1、2樓
吳家裕耳鼻喉科診所,中和區,新北市中和區德光路一三三號
雙怡診所,中和區,新北市中和區華新街四十九號
晟恩診所,中和區,新北市中和區宜安路一二○號
慧禮診所,中和區,新北市中和區自立路159號1樓
蔡佳璋婦產科診所,中和區,新北市中和區中山路三段152之1號1樓、2樓、3樓
賴俊元皮膚科診所,中和區,新北市中和區景新街453號
康萊診所,中和區,新北市中和區連城路３１７之２號
連城外科診所,中和區,新北市中和區景平路四六一號
戴廣懷小兒科診所,中和區,新北市中和區安樂路６６號
陳國璋小兒科診所,中和區,新北市中和區員山路２００號
謝俊民診所,中和區,新北市中和區莒光路９５號
日欣診所,中和區,新北市中和區南山路十五號
劉全能診所,中和區,新北市中和區中和路６６號1.2樓
蘇年興耳鼻喉科診所,中和區,新北市中和區景平路四二九之三號
亞都診所,中和區,新北市中和區連城路５號
冠明診所,中和區,新北市中和區員山路１6 6號
祥明診所,中和區,新北市中和區中和路171號1樓
東鴻牙醫診所,中和區,新北市中和區莒光路45號1、2樓
尚安診所,中和區,新北市中和區莒光路154號1樓
衛生福利部雙和醫院(委託臺北醫學大學興建經營),中和區,新北市中和區中正路291號醫療大樓地下2層至地上12層、中和區圓通路301號教學研究大樓及生醫科技大樓2幢
蕙生醫院,中和區,新北市中和區中山路二段551號地下一樓至地上一至六樓
宏泰診所,中和區,新北市中和區自立路135號1樓
南勢角德祐診所,中和區,新北市中和區興南路1段56巷1弄1號（1樓）
悠活牙醫診所,中和區,新北市中和區莒光路１５２-1號１樓
英生耳鼻喉科診所,中和區,新北市中和區景新街２７２號１F
陳高輝耳鼻喉科診所,中和區,新北市中和區景平路７２６－７號
明安堂中醫診所,中和區,新北市中和區和平街2巷2弄2號
中禾堂中醫診所,中和區,新北市中和區員山路１８７號１樓
寧靜海診所,中和區,新北市中和區永貞路２３９巷２０號１樓
宣達中醫診所,中和區,新北市中和區大勇街8號1樓
金群牙醫診所,中和區,新北市中和區景平路二四Ｏ巷二弄一號一樓
莊朝傑眼科診所,中和區,新北市中和區景平路511號1樓及2樓
廣祥診所,中和區,新北市中和區興南路２段２７號１樓後半部及２９號１、２樓
南勢角復健診所,中和區,新北市中和區景安路二０七號二樓
陳信吉耳鼻喉科診所,中和區,新北市中和區中和路二八一號
劉彭小兒科診所,中和區,新北市中和區中和路２７１號
美和診所,中和區,新北市中和區中山路3段19號1樓、2樓
健新診所,中和區,新北市中和區景新街338號5樓
坤暉小兒專科診所,中和區,新北市中和區中山路三段九十四號一樓
申一中醫診所,中和區,新北市中和區中山路三段3號及5號(1樓)
大眾中醫診所,中和區,新北市中和區員山路一七六號
景新中醫診所,中和區,新北市中和區景新街４４８號
元慶中醫診所,中和區,新北市中和區保健路２７之４號
漢唐中醫診所,中和區,新北市中和區捷運路125號1樓
宜佑中醫診所,中和區,新北市中和區莒光路一一三號一樓
詹錫彥中醫診所,中和區,新北市中和區宜安路159號
元真堂中醫診所,中和區,新北市中和區捷運路149號1樓
玖德中醫診所,中和區,新北市中和區景安路78-1.80號1樓
華星中醫診所,中和區,新北市中和區興南路一段１５１號
朝春中醫診所,中和區,新北市中和區景新街３８５－２號２Ｆ
三元中醫診所,中和區,新北市中和區中興街二０二巷十六之一號一樓
福星中醫診所,中和區,新北市中和區連城路３１６號
寶島中醫診所,中和區,新北市中和區景平路742號１樓
元隆堂中醫診所,中和區,新北市中和區宜安路一九號
國耀中醫診所,中和區,新北市中和區南山路一六六號
詠德中醫診所,中和區,新北市中和區中正路47號1樓
康橋牙醫診所,中和區,新北市中和區員山路四八五號一•二樓
哈佛牙醫診所,中和區,新北市中和區宜安路138號1樓
興南牙醫聯合診所,中和區,新北市中和區興南路一段６５號
榮華牙醫診所,中和區,新北市中和區員山路315號1樓
虹佳牙醫診所,中和區,新北市中和區員山路138號
全品牙醫診所,中和區,新北市中和區員山路一一二號
華新牙醫診所,中和區,新北市中和區華新街二十五號
潔生牙醫診所,中和區,新北市中和區景平路七四○號
菁英牙醫診所,中和區,新北市中和區景平路五二四號
邱牙醫診所,中和區,新北市中和區南山路十號
宏瑞牙醫診所,中和區,新北市中和區新生街205號1樓
禾欣牙醫診所,中和區,新北市中和區景平路一一六號一樓
怡翔牙醫診所,中和區,新北市中和區連城路十九號一樓
景安牙醫診所,中和區,新北市中和區中正路２４號１樓
榮祥牙醫診所,中和區,新北市中和區大勇街二五巷三八弄七號一樓
安平牙醫診所,中和區,新北市中和區安平路七十八號
柯牙醫診所,中和區,新北市中和區景安路78號1樓
佑康牙醫診所,中和區,新北市中和區興南路二段2號1樓
博雅牙醫診所,中和區,新北市中和區景安路206號1樓
祥和牙醫診所,中和區,新北市中和區民享街九十一之八號一樓
新雅牙醫診所,中和區,新北市中和區忠孝街９９號
福雅牙醫診所,中和區,新北市中和區興南路二段４４號
林承德牙醫診所,中和區,新北市中和區員山路２４４號
鴻宜牙醫診所,中和區,新北市中和區南山路１６０號
東和牙醫診所,中和區,新北市中和區中山路二段６６０號
慶恩牙醫診所,中和區,新北市中和區景平路五七二號
天仁牙醫診所,中和區,新北市中和區莒光路１５７號
十方牙醫診所,中和區,新北市中和區員山路１９７號
中山牙醫診所,中和區,新北市中和區中山路二段２巷３弄４號１樓
敦品牙醫診所,中和區,新北市中和區光華街６８號
實踐牙醫診所,中和區,新北市中和區民德路79號2樓
群益牙醫診所,中和區,新北市中和區民享街32巷5號1樓
盈成牙醫診所,中和區,新北市中和區復興路306號
聖欣牙醫診所,中和區,新北市中和區連城路350號1樓
立安牙醫診所,中和區,新北市中和區錦和路一七八號
瑞祥牙醫診所,中和區,新北市中和區景新街５０８號１樓
景平牙醫診所,中和區,新北市中和區景平路３７７號
永安健康中醫診所,中和區,新北市中和區安平路87之5號1樓
遠雄牙醫診所,中和區,新北市中和區中山路三段21號1樓
揚昇牙醫診所,中和區,新北市中和區信義街８號２Ｆ
允安牙醫診所,中和區,新北市中和區景平路六八三號
聯慶牙醫診所,中和區,新北市中和區南山路１６號２Ｆ
中和李內科診所,中和區,新北市中和區景平路７１８號
三大中醫診所,中和區,新北市中和區景平路452號1樓
沐心中醫診所,中和區,新北市中和區興南路一段159號1樓
力禾耳鼻喉科診所,中和區,新北市中和區連城路15號（1樓）
維品身心診所,中和區,新北市中和區連城路4號1樓
皇家家醫診所,中和區,新北市中和區莒光路１４８號１樓
立翔診所,中和區,新北市中和區自立路43號1樓
富邦中醫診所,中和區,新北市中和區忠孝街85號1樓
迪康牙醫診所,中和區,新北市中和區建一路1號1樓
明儒中醫診所,中和區,新北市中和區大仁街19巷3號1樓
家和診所,中和區,新北市中和區員山路192號1樓
趙耀軍耳鼻喉科診所,中和區,新北市中和區南華路一八之一號
光晶妍寶島診所,中和區,新北市中和區漢生東路353號1樓
茂榕牙醫診所,中和區,新北市中和區忠孝街３－２號
明燦眼科診所,中和區,新北市中和區中山路三段196號1樓
嘉俊骨科診所,中和區,新北市中和區安樂路12號1樓及14號1樓
雙和牙醫診所,中和區,新北市中和區復興路２７１號
南星美學牙醫診所,中和區,新北市中和區興南路一段58號1樓至3樓
杏林中醫診所,中和區,新北市中和區自治街12號1樓
均潔牙醫診所,中和區,新北市中和區景平路363號1、2樓
新北市中和區衛生所,中和區,新北市中和區南山路4巷3號
立新美學牙醫診所,中和區,新北市中和區景新街460號1樓、2樓
雙和諾貝爾眼科診所,中和區,新北市中和區中山路二段30號1樓
通安診所,中和區,新北市中和區南山路４５號１樓
黃基家小兒科診所,中和區,新北市中和區景平路485號
育家聯合診所,中和區,新北市中和區中安街４０巷２號１樓
中和健宏中醫聯合診所,中和區,新北市中和區景新街二九三號及二九五巷一號
慈育廣合中醫診所,中和區,新北市中和區中山路二段２１３號１樓、２樓
嘉仁診所,中和區,新北市中和區華順街１３２號１樓
刁仁杰中醫診所,中和區,新北市中和區莒光路155號1樓
黃兆侃診所,中和區,新北市中和區連城路337號1樓
久大牙醫診所,中和區,新北市中和區中山路二段3巷2號1樓
奇安診所,中和區,新北市中和區華新街４號１樓
中祥醫院,中和區,新北市中和區中山路二段138號〈二至四樓〉•140及142號〈一至四樓〉
王上卿婦產科診所,中和區,新北市中和區中和路一一四號
智上牙醫診所,中和區,新北市中和區連城路７６號
曾咸統小兒科診所,中和區,新北市中和區景安路229號1樓
煥強牙醫診所,中和區,新北市中和區景新街四六七巷１３號
里昂牙醫診所,中和區,新北市中和區連城路８９巷７-５號〈第一層、第二層〉
怡和醫院,中和區,新北市中和區連城路49號1至4樓
中和德威牙醫診所,中和區,新北市中和區中山路二段二一五號一.二樓
鼎爵牙醫診所,中和區,新北市中和區連城路286號1樓及288號1樓
尚恩牙醫診所,中和區,"新北市中和區景平路４２９-１號１,２樓"
薛牙醫診所,中和區,新北市中和區仁愛街86號1樓
伍牙醫診所,中和區,新北市中和區復興路25號1樓
樂活精神科診所,中和區,新北市中和區安樂路25號1樓
愛華牙醫診所,中和區,新北市中和區興南路二段一五九巷十二號一樓
潤泰中醫診所,中和區,新北市中和區員山路409號1樓、411號1樓
元宇中醫診所,中和區,新北市中和區新生街241號1樓
關心牙醫診所,中和區,新北市中和區景新街345之6號1樓、2樓
中和國泰診所,中和區,新北市中和區景新街389號1樓至3樓
永正牙醫診所,中和區,新北市中和區明仁街一四.一六號一樓
皮醫美南勢角診所,中和區,新北市中和區和平街29號1至2樓及29之1號1至2樓
創悅美學診所,中和區,新北市中和區永貞路262巷7號1樓
民揚診所,中和區,新北市中和區中山路三段132號1、２樓
中安中醫診所,中和區,新北市中和區景平路３６０號
妍喜中醫診所,中和區,新北市中和區景平路335號1樓
致中和中醫診所,中和區,新北市中和區仁愛街54號1樓
合安牙醫診所,中和區,新北市中和區泰和街一十二號一樓
榛成牙醫診所,新店區,新北市新店區中興路一段263號1樓
鈺晟中醫診所,新店區,新北市新店區光明街288號2樓
好牙醫診所,新店區,新北市新店區中正路111號2樓
禾康復健科診所,新店區,新北市新店區民族路2-1號1樓(含夾層)、2-1號2樓
達泰中醫診所,新店區,新北市新店區中華路43之1號(1樓、2樓)
李震強牙醫診所,新店區,新北市新店區三民路１３６號
利林牙醫診所,新店區,新北市新店區北新路3段117號1樓2樓
佳禾復健科診所,新店區,新北市新店區建國路250號1樓、民權路87-2號2樓
新店京都堂中醫診所,新店區,新北市新店區北新路三段94號1樓、2樓
維風牙醫診所,新店區,新北市新店區北新路一段291號2樓
楊聰才診所,新店區,新北市新店區中興路2段239號2樓
鄺懷德牙醫診所,新店區,新北市新店區民族路171號1樓
許正傑牙醫診所,新店區,新北市新店區安成街３０號
中文內科小兒科診所,新店區,新北市新店區北新路三段１６９號
群惠耳鼻喉科診所,新店區,新北市新店區中正路263-1號
九宜診所,新店區,新北市新店區北宜路一段五十二號一樓
泰達牙醫診所,新店區,新北市新店區北新路三段１５８號５樓
新益牙醫診所,新店區,新北市新店區北宜路一段五十六號一樓
順安堂傷科中醫診所,新店區,新北市新店區順安街１６號
康禾診所,新店區,新北市新店區中正路140號1樓
沐光牙醫診所,新店區,新北市新店區北新路2段143號1樓、2樓
台灣通用器材股份有限公司醫務室,新店區,新北市新店區寶橋路二三三號
高牙醫診所,新店區,新北市新店區建國路６４號
健全診所,新店區,新北市新店區建國路一一七號一樓
立悅美學牙醫診所,新店區,新北市新店區北新路一段191號1樓、191號2樓、191號3樓
為宏皮膚科診所,新店區,新北市新店區北新路三段一一八號
吳耳鼻喉科診所,新店區,新北市新店區民族路６１號
聖美牙醫診所,新店區,新北市新店區北新路二段53號1樓
日安診所,新店區,新北市新店區中正路289號1樓、2樓
高端牙醫診所,新店區,新北市新店區中正路73號1樓
沐晨牙醫診所,新店區,新北市新店區順安街60號〈1樓2樓〉62號〈1樓2樓〉
新店大愛眼科診所,新店區,新北市新店區北新路三段2號1、2樓
禪心中醫診所,新店區,新北市新店區中興路3段221-1號1樓
天祥中醫診所,新店區,新北市新店區新店路98號1樓
品川診所,新店區,新北市新店區北新路三段136號1樓
逸安診所,新店區,新北市新店區民權路131號4樓、133號4樓、133號5樓
新店漢唐經方中醫診所,新店區,新北市新店區中興路2段25號2樓
傑仁牙醫診所,新店區,新北市新店區北新路二段97巷9弄2號1樓
清新牙醫診所,新店區,新北市新店區寶安街六十四號一樓
陳炳文中醫診所,新店區,新北市新店區安民街220號1樓
丰采美學牙醫診所,新店區,新北市新店區中央路210-1號1樓、210-1號2樓
思邈堂中醫診所,新店區,新北市新店區溪園路391號1樓
湛明眼科診所,新店區,新北市新店區北新路二段177-1號2樓、177-2號2樓
晶采牙醫診所,新店區,新北市新店區北新路3段206巷1弄5號1樓
星展眼科診所,新店區,新北市新店區安康路二段117-1號1樓、117-1號2樓
安民診所,新店區,新北市新店區安民街235號
新店榮星中醫診所,新店區,新北市新店區大豐路二十四號
郭濠生牙醫診所,新店區,新北市新店區華中街６４號
碧潭診所,新店區,新北市新店區北新路1段21號1樓
群林牙醫診所,新店區,新北市新店區中正路四九五之一號
大為診所,新店區,新北市新店區中央五街17號1樓
黃宏超眼科診所,新店區,新北市新店區力行路2號1樓
安慶中醫診所,新店區,新北市新店區安康路三段51號1樓
迦南牙醫診所,新店區,新北市新店區建國路１２號２Ｆ
經典皮膚科診所,新店區,新北市新店區中正路150號1樓、2樓
凱旋牙醫診所,新店區,新北市新店區安康路二段100巷1號3樓、3樓之1、3樓之2
品雅牙醫診所,新店區,新北市新店區三民路八六號二樓
進新牙醫診所,新店區,新北市新店區光明街三一二號1樓
孫牙醫診所,新店區,新北市新店區三民路９２號２Ｆ
江陵牙醫診所,新店區,新北市新店區民權路８１號
信安診所,新店區,新北市新店區民族路九號
德明眼科診所,新店區,新北市新店區建國路136號1樓、138號2樓
聖新診所,新店區,新北市新店區寶橋路4號1樓
長庚中醫聯合診所,新店區,新北市新店區北新路一段３２７．３２９號１．２樓
覺真中醫診所,新店區,新北市新店區五峯路28號1樓
吉恩牙醫診所,新店區,新北市新店區中正路684號1樓
家光耳鼻喉科診所,新店區,新北市新店區三民路32-1號1樓2樓
美膚皮膚專科診所,新店區,新北市新店區安康路2段148-1號1樓
愛美牙醫診所,新店區,新北市新店區三民路175號1樓
北新中醫診所,新店區,新北市新店區北宜路1段35號1樓
瑞清中醫診所,新店區,新北市新店區中興路1段159號1樓
安康牙醫診所,新店區,新北市新店區安忠路8號1樓
柏恩牙醫診所,新店區,新北市新店區三民路14號2樓
邱世宗中醫診所,新店區,新北市新店區北新路2段250-1號1樓
博德眼科診所,新店區,新北市新店區寶強路10號3樓A棟
澄牙醫診所,新店區,新北市新店區北新路三段158號1樓〈含夾層〉、158號2樓
安康中醫診所,新店區,新北市新店區安康路2段175號1樓
富新骨科診所,新店區,新北市新店區光明街288號1樓
瑞安耳鼻喉科診所,新店區,新北市新店區中正路140號1樓
新店六順診所,新店區,新北市新店區北新路2段10號1樓
大衛牙醫診所,新店區,新北市新店區溪園路391-2號1樓
卓業牙醫診所,新店區,新北市新店區民權路39號3樓
怡濟慈園醫療社團法人宏濟神經精神科醫院,新店區,新北市新店區安忠路57巷5號
張振榕診所,新店區,新北市新店區中興路三段220巷1號1樓
蘇永誠家醫科診所,新店區,新北市新店區北新路1段52號1樓
逸守診所,新店區,新北市新店區民權路131號5樓
悅滿意新店復健專科診所,新店區,新北市新店區中華路9號1樓
安欣牙醫診所,新店區,新北市新店區安康路2段189號1樓、189號2樓、191號1樓、191號2樓
如薏牙醫診所,新店區,新北市新店區如意街94號1樓
蘇景傑診所,新店區,新北市新店區建國路6號1樓
臻晨美學牙醫診所,新店區,新北市新店區安康路2段46-1號1樓、46-1號2樓
白玉牙醫診所,新店區,新北市新店區北新路3段88號1樓、88號2樓
新店北新身心診所,新店區,新北市新店區北新路三段18號1樓
必安中醫診所,新店區,新北市新店區 安德街75號（1樓）
育傑牙醫診所,新店區,新北市新店區民族路50號1樓
大豐耳鼻喉科診所,新店區,新北市新店區建國路161號1樓
國華中醫診所,新店區,新北市新店區北新路3段86號1樓、86號2樓
廣䄷牙醫診所,新店區,新北市新店區安康路三段22號1樓
維彥牙醫診所,新店區,新北市新店區寶橋路88號4樓
順安復健專科診所,新店區,新北市新店區中正路322號1樓、322號2樓、322號3樓、322號4樓
御田牙醫診所,新店區,新北市新店區北新路一段141號1樓
禾安復健科診所,新店區,新北市新店區三民路2號1樓、2號2樓
天主教耕莘醫療財團法人耕莘診所,新店區,新北市新店區中山路137號2樓之6
呈恩診所,新店區,新北市新店區安和路三段85號1樓
超亮皮膚科診所,新店區,新北市新店區北新路三段128號1樓、2樓
玉美學牙醫診所,新店區,新北市新店區北新路二段45號1樓、2樓
和田美學牙醫診所,新店區,新北市新店區安康路三段167號(1樓)
安倍診所,新店區,新北市新店區中正路132號1樓
吉安牙醫診所,新店區,新北市新店區安民街63號1樓
樂齒牙醫診所,新店區,新北市新店區中正路138號(1樓)、2樓
安坑振榕診所,新店區,新北市新店區安康路二段178號1樓
維格皮膚科診所,新店區,新北市新店區北新路三段100號1樓、2樓
立誠美學牙醫診所,新店區,新北市新店區寶橋路48號(1樓)、52號(1樓)
均樂身心診所,新店區,新北市新店區民族路29號1樓
立誠耳鼻喉科診所,新店區,新北市新店區寶橋路48號(1樓)、52號(1樓)
新店容光皮膚專科診所,新店區,新北市新店區北新路二段160號1樓、2樓、3樓
治聿身心醫學診所,新店區,新北市新店區中興路三段250號(1樓、2樓)
嘉齊診所,新店區,新北市新店區北新路一段56號1樓
大豐中醫診所,新店區,新北市新店區大豐路30號1樓
冠雅牙醫診所,新店區,新北市新店區中正路255號2樓
元祥牙醫診所,新店區,新北市新店區中興路一段一九九號
東北大牙醫診所,新店區,新北市新店區北新路3段158號3樓
安琪兒牙醫診所,新店區,新北市新店區中央路216-1號2樓
百年牙醫診所,新店區,新北市新店區三民路七十五巷三弄一號一樓
裕仁牙醫診所,新店區,新北市新店區三民路３１－６號
戚崇龍牙醫診所,新店區,新北市新店區?安康路二段２１２號
耀程耳鼻喉科診所,新店區,新北市新店區三民路66號1樓
新采牙醫診所,新店區,新北市新店區中興路一段二六六之三號一樓
千悅牙醫診所,新店區,新北市新店區中正路226、228號2樓
敦鄰牙醫診所,新店區,新北市新店區北新路三段92號1、2樓
薪寶牙醫診所,新店區,新北市新店區寶橋路52號2樓
舒美牙醫診所,新店區,新北市新店區建國路206號1樓
大坪林牙醫診所,新店區,新北市新店區北新路三段65巷6號1樓
文玉小兒科診所,新店區,新北市新店區建國路７０號
李亭鋒耳鼻喉科診所,新店區,新北市新店區安康路二段123-1號1樓
富森診所,新店區,新北市新店區三民路９７號
楊龍駿婦產科診所,新店區,新北市新店區安康路二段142巷16號1樓
蕭仁哲婦產科診所,新店區,新北市新店區北新路三段165號1、2、3、4樓及167號1、2、3、4樓
陳沛生耳鼻喉科診所,新店區,新北市新店區北新路二段三十九號
何耳鼻喉科診所,新店區,新北市新店區北新路三段１３８號
永吉外科診所,新店區,新北市新店區北新路一段１８９號1樓
恩寧眼科診所,新店區,新北市新店區中正路１１３號２樓
和成診所,新店區,新北市新店區安成街二十六號
欣和診所,新店區,新北市新店區安和路三段一五一號
潘如瑾婦產科診所,新店區,新北市新店區民權路61號1樓
林逢慶診所,新店區,新北市新店區安康路三段21號1樓
邱眼科診所,新店區,新北市新店區中正路二二二號二樓
佑康聯合診所,新店區,新北市新店區安康路三段十七號一 樓
維霖內科診所,新店區,新北市新店區建國路6-1號1、2樓
我的診所,新店區,新北市新店區民族路183號1樓
全康診所,新店區,新北市新店區溪園路379號1樓、383號1樓
安立診所,新店區,新北市新店區北宜路二段28號1樓
樂河診所,新店區,新北市新店區環河路72號3樓
曾俊睿小兒科診所,新店區,新北市新店區寶橋路54號1、2樓
國城診所,新店區,新北市新店區北新路二段200號2樓、200號2樓之1、200號2樓之2、200號3樓、200號3樓之1、200號3樓之2
活泉診所,新店區,新北市新店區北新路二段182號2樓
新眼光眼科診所,新店區,新北市新店區北新路二段14號
睛彩眼科診所,新店區,新北市新店區北新路一段３２３號
汪耳鼻喉科診所,新店區,新北市新店區北新路三段82號7樓之3號
高兒科診所,新店區,新北市新店區安成街３８號
同仁醫院,新店區,新北市新店區民權路８９號
中央印製廠醫務室,新店區,新北市新店區安康路三段２３５號
加加小兒科診所,新店區,新北市新店區玫瑰路14號1樓
佛教慈濟醫療財團法人台北慈濟醫院,新店區,新北市新店區建國路277號地上1、3、4樓及289號地下1至3樓至地上1至15樓
天主教耕莘醫療財團法人耕莘醫院,新店區,新北市新店區中正路362號
新北市新店區衛生所,新店區,新北市新店區北新路一段86號12樓
宏慈療養院,新店區,新北市新店區安泰路１５７號
賽斯身心靈診所,新店區,新北市新店區中央七街、中央五街26號2樓、51號1樓
陳正宗診所,新店區,新北市新店區中正路二四一號一樓
東陽耳鼻喉科診所,新店區,新北市新店區北新路三段一五四號
張榮宗內科診所,新店區,新北市新店區建國路八三之一號
雁秋診所,新店區,新北市新店區安成街十號
護康診所,新店區,新北市新店區安成街３２號
佳音診所,新店區,新北市新店區安民街一三五號
林慶堂婦產科診所,新店區,新北市新店區北新路二段１９３號1樓2樓
啟生診所,新店區,新北市新店區北新路一段185號1樓、１８７號1樓
林碧川內科小兒科診所,新店區,新北市新店區北新路二段８６號
太山家庭醫學科診所,新店區,新北市新店區光明街２４４巷１號1樓
豐田牙醫診所,新店區,新北市新店區中興路三段１３６號
佑恩牙醫診所,新店區,新北市新店區中正路五十九號二樓
心殿牙醫診所,新店區,新北市新店區安民街１９７號１樓
柏格牙醫診所,新店區,新北市新店區三民路一一五號
康和牙醫診所,新店區,新北市新店區安和路三段１５３號
品淳牙醫診所,新店區,新北市新店區安民街157號1樓、2樓
卓悅牙醫診所,新店區,新北市新店區北新路一段343號1樓
百漢中醫診所,新店區,新北市新店區中正路一一三號一樓
永佳牙醫診所,新店區,新北市新店區北新路二段195號1樓、195號2樓
林建良耳鼻喉科診所,新店區,新北市新店區中正路158號1樓
聖康診所,新店區,新北市新店區北新路3段104號1樓
邱昰凱小兒科診所,新店區,新北市新店區建國路226號1樓
美日牙醫診所,新店區,新北市新店區民權路73號3樓
德昌中醫診所,新店區,新北市新店區中正路３７０號
豐榮醫院,新店區,新北市新店區安德街 26巷3號(B棟)
桂枝香中醫診所,新店區,新北市新店區安和路一段25號(1樓)、25之1號(1樓)
易豐中醫診所,新店區,新北市新店區民族路103號1樓及地下室
恩康診所,新店區,新北市新店區寶中路88號3樓
怡美牙醫診所,新店區,新北市新店區中華路33號1樓、2樓
101SKIN晶漾診所,新店區,新北市新店區北新路三段145號3樓
睿安診所,新店區,新北市新店區中正路140號1樓
新晨皮膚專科診所,新店區,新北市新店區北新路2段201號1樓
惠安診所,新店區,新北市新店區北新路三段１６號
問心田中醫診所,新店區,新北市新店區直潭七街25號1樓
仁佑診所,新店區,新北市新店區中正路396號2樓
冠新復健科診所,新店區,新北市新店區北新路三段112號1樓、112號2樓、112號3樓、112號4樓
得恩牙醫診所,新店區,新北市新店區北新路三段十二號一樓
利新牙醫診所,新店區,新北市新店區北新路1段221號1樓、221號2樓
顏秀吉婦產科診所,新店區,新北市新店區民權路３９號２Ｆ
新北仁康醫院,新店區,新北市新店區安康路二段323號地上1至2樓(B棟)
陳小兒科診所,新店區,新北市新店區北新路三段１００號
岐伯齋中醫診所,新店區,新北市新店區民權路79號1樓
上醫堂中醫診所,新店區,新北市新店區建國路83號1樓
又新診所,新店區,新北市新店區建國路71號
明潔牙科診所,新店區,新北市新店區建國路81號
幼安小兒科診所,新店區,新北市新店區安康路二段九十九號
晶湛牙醫診所,新店區,新北市新店區安康路2段117號1樓2樓
民康眼科診所,新店區,新北市新店區安康路二段六十六號
盧牙醫診所,新店區,新北市新店區中正路１５５號
行一昌勲診所,新店區,新北市新店區北新路三段212號（1樓）
劉建梅診所,新店區,新北市新店區中正路20、22號
維美牙醫診所,新店區,新北市新店區三民路一三一號一樓
新店開心診所,新店區,新北市新店區中央路212號2樓
品宣中醫診所,新店區,新北市新店區北新路3段145號2樓
健維骨科診所,新店區,新北市新店區中正路251號1、2樓
德林中醫診所,新店區,新北市新店區安和路三段１３３號
仁安中醫診所,新店區,新北市新店區光明街１７８號
健宏中醫診所,新店區,新北市新店區中央路一九八號
新店建成中醫診所,新店區,新北市新店區北新路二段176、178號1樓
新福安中醫診所,新店區,新北市新店區中正路三二０號一樓
育豐中醫診所,新店區,新北市新店區三民路７３號
有全醫療社團法人有全牙醫診所,新店區,新北市新店區北新路二段164號1樓
北新牙醫診所,新店區,新北市新店區北新路一段２７１巷２號
北大牙醫診所,新店區,新北市新店區中正路３２５號
黃牙醫診所,新店區,新北市新店區富貴街９巷１４號
展新牙醫診所,新店區,新北市新店區建國路一五五號
寶麒牙醫診所,新店區,新北市新店區三民路１５５號
恒愛牙醫診所,新店區,新北市新店區中正路４９號
親親牙醫診所,新店區,新北市新店區光明街二九二號二樓
旺威牙醫診所,新店區,新北市新店區中興路三段１９０號一樓
弘安牙醫診所,新店區,新北市新店區民族路６０號
康保牙醫診所,新店區,新北市新店區建國路一二O、一二二號一樓
凱悅牙醫診所,新店區,新北市新店區安康路二段１９６號２Ｆ
同愛牙醫診所,新店區,新北市新店區光明街１６１號(1樓、2樓)
青潭牙醫診所,新店區,新北市新店區北宜路２段８２－１３號
德威牙醫診所,新店區,新北市新店區北新路三段１０８號
紐約牙醫診所,新店區,新北市新店區寶橋路６３號
上耀牙醫診所,新店區,新北市新店區中正路639號
蕙安牙醫診所,新店區,新北市新店區三民路三十號一樓
晶華牙醫診所,新莊區,新北市新莊區中華路二段17號1樓
博群牙醫診所,新莊區,新北市新莊區中原路１０４號
衛生福利部臺北醫院,新莊區,新北市新莊區思源路127號、長青街6號2樓、3樓
曜生婦產科診所,新莊區,新北市新莊區中正路243號1-3樓
西盛牙醫診所,新莊區,新北市新莊區民安西路62號2樓及66號1樓、2樓
昌明耳鼻喉科診所,新莊區,新北市新莊區昌明街80號1樓
至真中醫診所,新莊區,新北市新莊區中原路171號1樓
醫莘堂中醫診所,新莊區,新北市新莊區復興路一段12號1樓
安庚內科診所,新莊區,新北市新莊區中安街1號1樓中港路306號3樓
安心牙醫診所,新莊區,新北市新莊區民安西路三十九號一樓
慧安牙醫診所,新莊區,新北市新莊區中平路７９號
名仕牙醫診所,新莊區,新北市新莊區新泰路269號1、2樓
新庚診所,新莊區,新北市新莊區民安西路370號、370之1號1樓及地下1樓、376號2樓
立安耳鼻喉科診所,新莊區,新北市新莊區福壽街134號1樓
錦明耳鼻喉科診所,新莊區,新北市新莊區民安路１９５號
